feature,kind,n_cell_lines
NLE1 (54475)_damaging,damaging,4
UNC45B (146862)_damaging,damaging,6
SLC35G3 (146861)_damaging,damaging,2
SLFN5 (162394)_damaging,damaging,10
SLFN11 (91607)_damaging,damaging,26
SLFN12 (55106)_damaging,damaging,1
SLFN13 (146857)_damaging,damaging,4
SLFN12L (100506736)_damaging,damaging,8
SLFN14 (342618)_damaging,damaging,0
PEX12 (5193)_damaging,damaging,1
AP2B1 (163)_damaging,damaging,6
RASL10B (91608)_damaging,damaging,2
GAS2L2 (246176)_damaging,damaging,6
C17orf50 (146853)_damaging,damaging,1
MMP28 (79148)_damaging,damaging,6
TAF15 (8148)_damaging,damaging,9
HEATR9 (256957)_damaging,damaging,6
RDM1 (201299)_damaging,damaging,1
LYZL6 (57151)_damaging,damaging,1
CCL16 (6360)_damaging,damaging,1
CCL14 (6358)_damaging,damaging,0
CCL15 (6359)_damaging,damaging,1
CCL23 (6368)_damaging,damaging,0
CCL18 (6362)_damaging,damaging,1
CCL3 (6348)_damaging,damaging,2
CCL4 (6351)_damaging,damaging,6
CCL4L2 (9560)_damaging,damaging,3
TBC1D3JP (100510707)_damaging,damaging,1
ZNHIT3 (9326)_damaging,damaging,3
MYO19 (80179)_damaging,damaging,1
PIGW (284098)_damaging,damaging,0
GGNBP2 (79893)_damaging,damaging,10
DHRS11 (79154)_damaging,damaging,2
MRM1 (79922)_damaging,damaging,1
LHX1 (3975)_damaging,damaging,9
AATF (26574)_damaging,damaging,2
ACACA (31)_damaging,damaging,14
C17orf78 (284099)_damaging,damaging,0
TADA2A (6871)_damaging,damaging,4
DUSP14 (11072)_damaging,damaging,0
SYNRG (11276)_damaging,damaging,10
DDX52 (11056)_damaging,damaging,3
HNF1B (6928)_damaging,damaging,7
YWHAEP7 (Unknown)_damaging,damaging,2
MRPL45 (84311)_damaging,damaging,2
GPR179 (440435)_damaging,damaging,21
SOCS7 (30837)_damaging,damaging,1
ARHGAP23 (57636)_damaging,damaging,11
SRCIN1 (80725)_damaging,damaging,14
EPOP (100170841)_damaging,damaging,3
MLLT6 (4302)_damaging,damaging,8
CISD3 (284106)_damaging,damaging,0
PCGF2 (7703)_damaging,damaging,1
PSMB3 (5691)_damaging,damaging,0
PIP4K2B (8396)_damaging,damaging,0
CWC25 (54883)_damaging,damaging,5
SPMAP1 (388381)_damaging,damaging,2
RPL23 (9349)_damaging,damaging,1
LASP1 (3927)_damaging,damaging,3
FBXO47 (494188)_damaging,damaging,0
LINC02079 (105371766)_damaging,damaging,1
LRRC37A11P (342666)_damaging,damaging,2
PLXDC1 (57125)_damaging,damaging,2
ARL5C (390790)_damaging,damaging,0
CACNB1 (782)_damaging,damaging,4
RPL19 (6143)_damaging,damaging,0
STAC2 (342667)_damaging,damaging,5
FBXL20 (84961)_damaging,damaging,3
MED1 (5469)_damaging,damaging,10
CDK12 (51755)_damaging,damaging,11
NEUROD2 (4761)_damaging,damaging,0
PPP1R1B (84152)_damaging,damaging,1
STARD3 (10948)_damaging,damaging,3
TCAP (8557)_damaging,damaging,1
PNMT (5409)_damaging,damaging,3
PGAP3 (93210)_damaging,damaging,4
ERBB2 (2064)_damaging,damaging,5
MIEN1 (84299)_damaging,damaging,1
GRB7 (2886)_damaging,damaging,4
IKZF3 (22806)_damaging,damaging,5
ZPBP2 (124626)_damaging,damaging,4
GSDMB (55876)_damaging,damaging,6
ORMDL3 (94103)_damaging,damaging,2
LRRC3C (100505591)_damaging,damaging,2
GSDMA (284110)_damaging,damaging,1
PSMD3 (5709)_damaging,damaging,4
CSF3 (1440)_damaging,damaging,5
MED24 (9862)_damaging,damaging,5
THRA (7067)_damaging,damaging,3
NR1D1 (9572)_damaging,damaging,6
MSL1 (339287)_damaging,damaging,5
CASC3 (22794)_damaging,damaging,4
RAPGEFL1 (51195)_damaging,damaging,5
WIPF2 (147179)_damaging,damaging,6
CDC6 (990)_damaging,damaging,1
RARA (5914)_damaging,damaging,5
TOP2A (7153)_damaging,damaging,19
IGFBP4 (3487)_damaging,damaging,2
TNS4 (84951)_damaging,damaging,5
CCR7 (1236)_damaging,damaging,0
SMARCE1 (6605)_damaging,damaging,5
KRT222 (125113)_damaging,damaging,1
KRT24 (192666)_damaging,damaging,7
KRT25 (147183)_damaging,damaging,5
KRT26 (353288)_damaging,damaging,1
KRT27 (342574)_damaging,damaging,4
KRT28 (162605)_damaging,damaging,4
KRT10 (3858)_damaging,damaging,4
KRT10-AS1 (147184)_damaging,damaging,1
KRT12 (3859)_damaging,damaging,3
KRT20 (54474)_damaging,damaging,5
KRT23 (25984)_damaging,damaging,0
KRT39 (390792)_damaging,damaging,3
KRT40 (125115)_damaging,damaging,3
KRTAP3-3 (85293)_damaging,damaging,2
KRTAP3-1 (83896)_damaging,damaging,1
KRTAP1-4 (728255)_damaging,damaging,0
KRTAP1-3 (81850)_damaging,damaging,2
KRTAP1-1 (81851)_damaging,damaging,2
KRTAP2-1 (81872)_damaging,damaging,1
KRTAP2-3 (730755)_damaging,damaging,0
KRTAP2-4 (85294)_damaging,damaging,0
KRTAP4-7 (100132476)_damaging,damaging,0
KRTAP4-8 (728224)_damaging,damaging,2
KRTAP4-16 (85354)_damaging,damaging,2
KRTAP4-9 (100132386)_damaging,damaging,0
KRTAP4-11 (653240)_damaging,damaging,3
KRTAP4-12 (83755)_damaging,damaging,2
KRTAP4-6 (81871)_damaging,damaging,1
KRTAP4-5 (85289)_damaging,damaging,0
KRTAP4-4 (84616)_damaging,damaging,1
KRTAP4-3 (85290)_damaging,damaging,1
KRTAP4-2 (85291)_damaging,damaging,1
KRTAP4-1 (85285)_damaging,damaging,0
KRTAP9-1 (728318)_damaging,damaging,5
KRTAP9-2 (83899)_damaging,damaging,1
KRTAP9-3 (83900)_damaging,damaging,1
KRTAP9-8 (83901)_damaging,damaging,1
KRTAP9-4 (85280)_damaging,damaging,2
KRTAP9-9 (81870)_damaging,damaging,1
KRTAP29-1 (100533177)_damaging,damaging,1
KRTAP16-1 (100505753)_damaging,damaging,2
KRTAP17-1 (83902)_damaging,damaging,3
KRT33A (3883)_damaging,damaging,0
KRT33B (3884)_damaging,damaging,7
KRT34 (3885)_damaging,damaging,2
KRT31 (3881)_damaging,damaging,4
KRT41P (8686)_damaging,damaging,2
KRT37 (8688)_damaging,damaging,4
KRT38 (8687)_damaging,damaging,4
KRT43P (100418861)_damaging,damaging,0
KRT32 (3882)_damaging,damaging,1
KRT35 (3886)_damaging,damaging,2
KRT36 (8689)_damaging,damaging,4
KRT13 (3860)_damaging,damaging,3
KRT15 (3866)_damaging,damaging,4
KRT19 (3880)_damaging,damaging,2
KRT9 (3857)_damaging,damaging,2
KRT14 (3861)_damaging,damaging,3
KRT16 (3868)_damaging,damaging,3
KRT17 (3872)_damaging,damaging,3
KRT42P (284116)_damaging,damaging,0
EIF1 (10209)_damaging,damaging,2
GAST (2520)_damaging,damaging,1
HAP1 (9001)_damaging,damaging,4
JUP (3728)_damaging,damaging,7
P3H4 (10609)_damaging,damaging,5
FKBP10 (60681)_damaging,damaging,9
NT5C3B (115024)_damaging,damaging,0
KLHL10 (317719)_damaging,damaging,4
KLHL11 (55175)_damaging,damaging,2
ACLY (47)_damaging,damaging,4
ODAD4 (83538)_damaging,damaging,5
CNP (1267)_damaging,damaging,5
DNAJC7 (7266)_damaging,damaging,4
NKIRAS2 (28511)_damaging,damaging,1
ZNF385C (201181)_damaging,damaging,1
C17orf113 (110806298)_damaging,damaging,2
DHX58 (79132)_damaging,damaging,2
KAT2A (2648)_damaging,damaging,5
RAB5C (5878)_damaging,damaging,2
KCNH4 (23415)_damaging,damaging,14
HCRT (3060)_damaging,damaging,1
GHDC (84514)_damaging,damaging,6
STAT5B (6777)_damaging,damaging,15
STAT5A (6776)_damaging,damaging,7
STAT3 (6774)_damaging,damaging,8
CAVIN1 (284119)_damaging,damaging,5
ATP6V0A1 (535)_damaging,damaging,7
NAGLU (4669)_damaging,damaging,6
HSD17B1 (3292)_damaging,damaging,5
COASY (80347)_damaging,damaging,3
MLX (6945)_damaging,damaging,3
PSMC3IP (29893)_damaging,damaging,1
RETREG3 (162427)_damaging,damaging,2
TUBG1 (7283)_damaging,damaging,3
TUBG2 (27175)_damaging,damaging,5
PLEKHH3 (79990)_damaging,damaging,11
CCR10 (2826)_damaging,damaging,5
CNTNAP1 (8506)_damaging,damaging,7
EZH1 (2145)_damaging,damaging,8
VPS25 (84313)_damaging,damaging,1
WNK4 (65266)_damaging,damaging,8
COA3 (28958)_damaging,damaging,1
CNTD1 (124817)_damaging,damaging,4
BECN1 (8678)_damaging,damaging,3
PSME3 (10197)_damaging,damaging,3
AOC2 (314)_damaging,damaging,4
AOC3 (8639)_damaging,damaging,4
LINC00671 (388387)_damaging,damaging,0
G6PC1 (2538)_damaging,damaging,2
AARSD1 (80755)_damaging,damaging,2
PTGES3L (100885848)_damaging,damaging,1
RUNDC1 (146923)_damaging,damaging,2
IFI35 (3430)_damaging,damaging,2
VAT1 (10493)_damaging,damaging,2
RND2 (8153)_damaging,damaging,4
BRCA1 (672)_damaging,damaging,25
NBR1 (4077)_damaging,damaging,9
TMEM106A (113277)_damaging,damaging,1
CCDC200 (100874261)_damaging,damaging,0
ARL4D (379)_damaging,damaging,2
DHX8 (1659)_damaging,damaging,7
ETV4 (2118)_damaging,damaging,5
MEOX1 (4222)_damaging,damaging,2
SOST (50964)_damaging,damaging,6
MPP3 (4356)_damaging,damaging,3
CD300LG (146894)_damaging,damaging,0
MPP2 (4355)_damaging,damaging,3
PPY (5539)_damaging,damaging,1
PYY (5697)_damaging,damaging,0
NAGS (162417)_damaging,damaging,4
TMEM101 (84336)_damaging,damaging,1
LSM12 (124801)_damaging,damaging,1
G6PC3 (92579)_damaging,damaging,4
HDAC5 (10014)_damaging,damaging,11
HROB (78995)_damaging,damaging,9
ASB16 (92591)_damaging,damaging,1
TMUB2 (79089)_damaging,damaging,1
ATXN7L3 (56970)_damaging,damaging,4
UBTF (7343)_damaging,damaging,6
ATXN7L3-AS1 (101926967)_damaging,damaging,1
SLC4A1 (6521)_damaging,damaging,8
RUNDC3A (10900)_damaging,damaging,6
SLC25A39 (51629)_damaging,damaging,3
GRN (2896)_damaging,damaging,2
FAM171A2 (284069)_damaging,damaging,5
ITGA2B (3674)_damaging,damaging,16
GPATCH8 (23131)_damaging,damaging,12
FZD2 (2535)_damaging,damaging,1
LINC01180 (101927017)_damaging,damaging,0
MEIOC (284071)_damaging,damaging,4
CCDC43 (124808)_damaging,damaging,1
DBF4B (80174)_damaging,damaging,7
ADAM11 (4185)_damaging,damaging,4
GJC1 (10052)_damaging,damaging,0
HIGD1B (51751)_damaging,damaging,2
EFTUD2 (9343)_damaging,damaging,4
CCDC103 (388389)_damaging,damaging,0
FAM187A (100528020)_damaging,damaging,5
GFAP (2670)_damaging,damaging,3
KIF18B (146909)_damaging,damaging,5
C1QL1 (10882)_damaging,damaging,1
DCAKD (79877)_damaging,damaging,1
NMT1 (4836)_damaging,damaging,4
PLCD3 (113026)_damaging,damaging,2
ACBD4 (79777)_damaging,damaging,1
HEXIM1 (10614)_damaging,damaging,5
HEXIM2 (124790)_damaging,damaging,3
FMNL1 (752)_damaging,damaging,2
SPATA32 (124783)_damaging,damaging,3
MAP3K14 (9020)_damaging,damaging,6
ARHGAP27 (201176)_damaging,damaging,6
PLEKHM1 (9842)_damaging,damaging,10
CRHR1 (1394)_damaging,damaging,5
SPPL2C (162540)_damaging,damaging,1
MAPT (4137)_damaging,damaging,3
STH (246744)_damaging,damaging,1
KANSL1 (284058)_damaging,damaging,15
WNT3 (7473)_damaging,damaging,2
WNT9B (7484)_damaging,damaging,2
GOSR2 (9570)_damaging,damaging,0
CDC27 (996)_damaging,damaging,4
MYL4 (4635)_damaging,damaging,2
ITGB3 (3690)_damaging,damaging,6
EFCAB13 (124989)_damaging,damaging,7
NPEPPS (9520)_damaging,damaging,1
KPNB1 (3837)_damaging,damaging,7
TBKBP1 (9755)_damaging,damaging,8
TBX21 (30009)_damaging,damaging,6
OSBPL7 (114881)_damaging,damaging,3
MRPL10 (124995)_damaging,damaging,1
LRRC46 (90506)_damaging,damaging,1
SCRN2 (90507)_damaging,damaging,4
SP6 (80320)_damaging,damaging,5
SP2 (6668)_damaging,damaging,3
PNPO (55163)_damaging,damaging,2
PRR15L (79170)_damaging,damaging,1
CDK5RAP3 (80279)_damaging,damaging,4
COPZ2 (51226)_damaging,damaging,1
NFE2L1 (4779)_damaging,damaging,5
CBX1 (10951)_damaging,damaging,1
SNX11 (29916)_damaging,damaging,1
SKAP1 (8631)_damaging,damaging,3
HOXB1 (3211)_damaging,damaging,4
HOXB2 (3212)_damaging,damaging,3
HOXB3 (3213)_damaging,damaging,12
HOXB4 (3214)_damaging,damaging,1
HOXB5 (3215)_damaging,damaging,3
HOXB6 (3216)_damaging,damaging,0
HOXB7 (3217)_damaging,damaging,1
HOXB8 (3218)_damaging,damaging,5
HOXB9 (3219)_damaging,damaging,3
LINC02086 (105371809)_damaging,damaging,0
PRAC1 (84366)_damaging,damaging,0
PRAC2 (360205)_damaging,damaging,1
HOXB13 (10481)_damaging,damaging,7
TTLL6 (284076)_damaging,damaging,10
CALCOCO2 (10241)_damaging,damaging,2
ATP5MC1 (516)_damaging,damaging,0
UBE2Z (65264)_damaging,damaging,1
SNF8 (11267)_damaging,damaging,1
GIP (2695)_damaging,damaging,1
IGF2BP1 (10642)_damaging,damaging,4
B4GALNT2 (124872)_damaging,damaging,5
GNGT2 (2793)_damaging,damaging,0
ABI3 (51225)_damaging,damaging,2
PHOSPHO1 (162466)_damaging,damaging,2
ZNF652 (22834)_damaging,damaging,3
ZNF652-AS1 (102724596)_damaging,damaging,0
PHB1 (5245)_damaging,damaging,0
NGFR (4804)_damaging,damaging,3
NXPH3 (11248)_damaging,damaging,3
SPOP (8405)_damaging,damaging,7
SLC35B1 (10237)_damaging,damaging,0
FAM117A (81558)_damaging,damaging,3
KAT7 (11143)_damaging,damaging,3
TAC4 (255061)_damaging,damaging,3
DLX4 (1748)_damaging,damaging,4
DLX3 (1747)_damaging,damaging,2
ITGA3 (3675)_damaging,damaging,5
PDK2 (5164)_damaging,damaging,1
SAMD14 (201191)_damaging,damaging,3
PPP1R9B (84687)_damaging,damaging,4
SGCA (6442)_damaging,damaging,0
COL1A1 (1277)_damaging,damaging,19
TILAM (101927230)_damaging,damaging,2
TMEM92 (162461)_damaging,damaging,0
XYLT2 (64132)_damaging,damaging,4
MRPL27 (51264)_damaging,damaging,2
EME1 (146956)_damaging,damaging,4
LRRC59 (55379)_damaging,damaging,2
ACSF2 (80221)_damaging,damaging,4
CHAD (1101)_damaging,damaging,4
RSAD1 (55316)_damaging,damaging,8
MYCBPAP (84073)_damaging,damaging,5
EPN3 (55040)_damaging,damaging,3
SPATA20 (64847)_damaging,damaging,4
CACNA1G (8913)_damaging,damaging,11
ABCC3 (8714)_damaging,damaging,8
ANKRD40 (91369)_damaging,damaging,4
LUC7L3 (51747)_damaging,damaging,6
ANKRD40CL (55018)_damaging,damaging,1
WFIKKN2 (124857)_damaging,damaging,1
TOB1 (10140)_damaging,damaging,3
SPAG9 (9043)_damaging,damaging,10
MBTD1 (54799)_damaging,damaging,0
UTP18 (51096)_damaging,damaging,2
LINC02071 (101927274)_damaging,damaging,0
LINC02073 (105371828)_damaging,damaging,1
CA10 (56934)_damaging,damaging,2
LINC01982 (105371830)_damaging,damaging,0
LINC02089 (105371831)_damaging,damaging,0
KIF2B (84643)_damaging,damaging,5
TOM1L1 (10040)_damaging,damaging,1
COX11 (1353)_damaging,damaging,2
STXBP4 (252983)_damaging,damaging,3
HLF (3131)_damaging,damaging,3
MMD (23531)_damaging,damaging,1
SMIM36 (101927367)_damaging,damaging,0
TMEM100 (55273)_damaging,damaging,4
PCTP (58488)_damaging,damaging,2
ANKFN1 (162282)_damaging,damaging,11
NOG (9241)_damaging,damaging,1
C17orf67 (339210)_damaging,damaging,2
DGKE (8526)_damaging,damaging,7
TRIM25 (7706)_damaging,damaging,4
COIL (8161)_damaging,damaging,3
SCPEP1 (59342)_damaging,damaging,3
AKAP1-DT (119139901)_damaging,damaging,0
AKAP1 (8165)_damaging,damaging,4
MSI2 (124540)_damaging,damaging,1
CCDC182 (101927581)_damaging,damaging,7
MRPS23 (51649)_damaging,damaging,1
CUEDC1 (404093)_damaging,damaging,3
VEZF1 (7716)_damaging,damaging,4
SRSF1 (6426)_damaging,damaging,0
OR4D1 (26689)_damaging,damaging,0
OR4D2 (124538)_damaging,damaging,1
EPX (8288)_damaging,damaging,6
MKS1 (54903)_damaging,damaging,3
LPO (4025)_damaging,damaging,5
MPO (4353)_damaging,damaging,4
TSPOAP1 (9256)_damaging,damaging,12
RNF43 (54894)_damaging,damaging,26
HSF5 (124535)_damaging,damaging,3
MTMR4 (9110)_damaging,damaging,8
SEPTIN4 (5414)_damaging,damaging,2
TEX14 (56155)_damaging,damaging,10
IGBP1C (645545)_damaging,damaging,2
RAD51C (5889)_damaging,damaging,4
PPM1E (22843)_damaging,damaging,3
TRIM37 (4591)_damaging,damaging,9
SKA2 (348235)_damaging,damaging,0
PRR11 (55771)_damaging,damaging,0
SMG8 (55181)_damaging,damaging,2
GDPD1 (284161)_damaging,damaging,0
DHX40 (79665)_damaging,damaging,2
CLTC (1213)_damaging,damaging,11
PTRH2 (51651)_damaging,damaging,0
VMP1 (81671)_damaging,damaging,2
TUBD1 (51174)_damaging,damaging,5
RPS6KB1 (6198)_damaging,damaging,2
RNFT1 (51136)_damaging,damaging,3
HEATR6 (63897)_damaging,damaging,7
CA4 (762)_damaging,damaging,3
USP32 (84669)_damaging,damaging,5
CHCT1 (124773)_damaging,damaging,3
APPBP2 (10513)_damaging,damaging,8
RPSAP66 (107075110)_damaging,damaging,0
PPM1D (8493)_damaging,damaging,13
BCAS3 (54828)_damaging,damaging,10
TBX2 (6909)_damaging,damaging,5
TBX4 (9496)_damaging,damaging,12
NACA2 (342538)_damaging,damaging,1
BRIP1 (83990)_damaging,damaging,12
INTS2 (57508)_damaging,damaging,10
MED13 (9969)_damaging,damaging,15
EFCAB3 (146779)_damaging,damaging,4
METTL2A (339175)_damaging,damaging,2
TLK2 (11011)_damaging,damaging,7
MRC2 (9902)_damaging,damaging,13
MARCHF10 (162333)_damaging,damaging,4
TANC2 (26115)_damaging,damaging,9
CYB561 (1534)_damaging,damaging,1
ACE (1636)_damaging,damaging,9
ACE3P (100129123)_damaging,damaging,1
KCNH6 (81033)_damaging,damaging,4
DCAF7 (10238)_damaging,damaging,2
TACO1 (51204)_damaging,damaging,0
MAP3K3 (4215)_damaging,damaging,4
LIMD2 (80774)_damaging,damaging,2
STRADA (92335)_damaging,damaging,6
CCDC47 (57003)_damaging,damaging,5
DDX42 (11325)_damaging,damaging,5
FTSJ3 (117246)_damaging,damaging,7
PSMC5 (5705)_damaging,damaging,2
SMARCD2 (6603)_damaging,damaging,3
GH2 (2689)_damaging,damaging,2
CSH1 (1442)_damaging,damaging,1
CSHL1 (1444)_damaging,damaging,4
CD79B (974)_damaging,damaging,4
SCN4A (6329)_damaging,damaging,15
PRR29 (92340)_damaging,damaging,0
ICAM2 (3384)_damaging,damaging,1
ERN1 (2081)_damaging,damaging,6
TEX2 (55852)_damaging,damaging,10
PECAM1 (5175)_damaging,damaging,5
MILR1 (284021)_damaging,damaging,3
POLG2 (11232)_damaging,damaging,0
DDX5 (1655)_damaging,damaging,7
CEP95 (90799)_damaging,damaging,9
SMURF2 (64750)_damaging,damaging,6
PLEKHM1P1 (440456)_damaging,damaging,1
GNA13 (10672)_damaging,damaging,20
RGS9 (8787)_damaging,damaging,2
AXIN2 (8313)_damaging,damaging,14
CEP112 (201134)_damaging,damaging,9
APOH (350)_damaging,damaging,1
PRKCA (5578)_damaging,damaging,5
CACNG5 (27091)_damaging,damaging,1
CACNG4 (27092)_damaging,damaging,1
CACNG1 (786)_damaging,damaging,2
HELZ (9931)_damaging,damaging,11
PSMD12 (5718)_damaging,damaging,3
PITPNC1 (26207)_damaging,damaging,0
NOL11 (25926)_damaging,damaging,12
RPSAP67 (107075111)_damaging,damaging,1
BPTF (2186)_damaging,damaging,18
C17orf58 (284018)_damaging,damaging,1
KPNA2 (3838)_damaging,damaging,3
LRRC37A16P (651250)_damaging,damaging,2
AMZ2 (51321)_damaging,damaging,0
SLC16A6 (9120)_damaging,damaging,6
ARSG (22901)_damaging,damaging,0
WIPI1 (55062)_damaging,damaging,2
PRKAR1A (5573)_damaging,damaging,5
FAM20A (54757)_damaging,damaging,5
ABCA8 (10351)_damaging,damaging,20
ABCA9 (10350)_damaging,damaging,22
ABCA6 (23460)_damaging,damaging,16
ABCA10 (10349)_damaging,damaging,18
ABCA5 (23461)_damaging,damaging,15
MAP2K6 (5608)_damaging,damaging,5
LINC01497 (102723487)_damaging,damaging,1
LINC01028 (101928141)_damaging,damaging,1
KCNJ16 (3773)_damaging,damaging,3
KCNJ2 (3759)_damaging,damaging,4
SOX9 (6662)_damaging,damaging,16
SLC39A11 (201266)_damaging,damaging,1
SSTR2 (6752)_damaging,damaging,3
COG1 (9382)_damaging,damaging,8
VCF1 (84923)_damaging,damaging,0
MTNAP1 (55028)_damaging,damaging,4
CPSF4L (642843)_damaging,damaging,2
CDC42EP4 (23580)_damaging,damaging,3
SDK2 (54549)_damaging,damaging,16
RPL38 (6169)_damaging,damaging,2
TTYH2 (94015)_damaging,damaging,4
DNAI2 (64446)_damaging,damaging,3
KIF19 (124602)_damaging,damaging,6
BTBD17 (388419)_damaging,damaging,4
GPR142 (350383)_damaging,damaging,4
GPRC5C (55890)_damaging,damaging,5
CD300A (11314)_damaging,damaging,6
CD300LB (124599)_damaging,damaging,0
CD300C (10871)_damaging,damaging,1
CD300LD (100131439)_damaging,damaging,2
CD300E (342510)_damaging,damaging,2
RAB37 (326624)_damaging,damaging,0
NHERF1 (9368)_damaging,damaging,3
TMEM104 (54868)_damaging,damaging,4
GRIN2C (2905)_damaging,damaging,6
FDXR (2232)_damaging,damaging,2
FADS6 (283985)_damaging,damaging,2
USH1G (124590)_damaging,damaging,4
OTOP2 (92736)_damaging,damaging,3
OTOP3 (347741)_damaging,damaging,3
HID1 (283987)_damaging,damaging,1
CDR2L (30850)_damaging,damaging,0
MRPL58 (3396)_damaging,damaging,0
ATP5PD (10476)_damaging,damaging,1
KCTD2 (23510)_damaging,damaging,0
SLC16A5 (9121)_damaging,damaging,1
ARMC7 (79637)_damaging,damaging,0
NT5C (30833)_damaging,damaging,0
JPT1 (51155)_damaging,damaging,2
SUMO2 (6613)_damaging,damaging,1
NUP85 (79902)_damaging,damaging,6
GGA3 (23163)_damaging,damaging,4
MRPS7 (51081)_damaging,damaging,1
SLC25A19 (60386)_damaging,damaging,2
GRB2 (2885)_damaging,damaging,2
TMEM94 (9772)_damaging,damaging,20
CASKIN2 (57513)_damaging,damaging,13
TSEN54 (283989)_damaging,damaging,0
LLGL2 (3993)_damaging,damaging,6
MYO15B (80022)_damaging,damaging,16
RECQL5 (9400)_damaging,damaging,7
SMIM6 (100130933)_damaging,damaging,0
SAP30BP (29115)_damaging,damaging,3
ITGB4 (3691)_damaging,damaging,18
GALK1 (2584)_damaging,damaging,6
H3-3B (3021)_damaging,damaging,1
UNK (85451)_damaging,damaging,9
UNC13D (201294)_damaging,damaging,5
WBP2 (23558)_damaging,damaging,3
TRIM47 (91107)_damaging,damaging,3
TRIM65 (201292)_damaging,damaging,1
MRPL38 (64978)_damaging,damaging,3
FBF1 (85302)_damaging,damaging,7
ACOX1 (51)_damaging,damaging,4
CDK3 (1018)_damaging,damaging,0
EVPL (2125)_damaging,damaging,12
SRP68 (6730)_damaging,damaging,4
GALR2 (8811)_damaging,damaging,1
ZACN (353174)_damaging,damaging,5
EXOC7 (23265)_damaging,damaging,3
FOXJ1 (2302)_damaging,damaging,3
RNF157 (114804)_damaging,damaging,4
UBALD2 (283991)_damaging,damaging,0
QRICH2 (84074)_damaging,damaging,3
PRPSAP1 (5635)_damaging,damaging,4
SPHK1 (8877)_damaging,damaging,12
UBE2O (63893)_damaging,damaging,7
AANAT (15)_damaging,damaging,1
RHBDF2 (79651)_damaging,damaging,11
CYGB (114757)_damaging,damaging,1
ST6GALNAC2 (10610)_damaging,damaging,0
ST6GALNAC1 (55808)_damaging,damaging,7
MXRA7 (439921)_damaging,damaging,0
JMJD6 (23210)_damaging,damaging,3
METTL23 (124512)_damaging,damaging,3
SRSF2 (6427)_damaging,damaging,1
MFSD11 (79157)_damaging,damaging,1
LINC00868 (283994)_damaging,damaging,3
MGAT5B (146664)_damaging,damaging,5
SEC14L1 (6397)_damaging,damaging,3
SEPTIN9 (10801)_damaging,damaging,1
TNRC6C (57690)_damaging,damaging,21
TMC6 (11322)_damaging,damaging,5
TMC8 (147138)_damaging,damaging,10
C17orf99 (100141515)_damaging,damaging,0
TK1 (7083)_damaging,damaging,2
AFMID (125061)_damaging,damaging,0
BIRC5 (332)_damaging,damaging,3
TMEM235 (283999)_damaging,damaging,0
LINC01993 (100996291)_damaging,damaging,1
SOCS3 (9021)_damaging,damaging,7
PGS1 (9489)_damaging,damaging,3
DNAH17 (8632)_damaging,damaging,25
CYTH1 (9267)_damaging,damaging,2
USP36 (57602)_damaging,damaging,4
TIMP2 (7077)_damaging,damaging,1
CEP295NL (100653515)_damaging,damaging,2
LGALS3BP (3959)_damaging,damaging,2
CANT1 (124583)_damaging,damaging,3
ENGASE (64772)_damaging,damaging,4
RBFOX3 (146713)_damaging,damaging,7
ENPP7 (339221)_damaging,damaging,2
CBX2 (84733)_damaging,damaging,6
CBX8 (57332)_damaging,damaging,7
CBX4 (8535)_damaging,damaging,5
LINC01979 (101928766)_damaging,damaging,0
TBC1D16 (125058)_damaging,damaging,4
CCDC40 (55036)_damaging,damaging,11
